Pond,Link,centriod,geometry,Area(sqm),Water_status
33,"https://www.google.com/maps?q=14.296462047778796,80.1362463702418","(14.296462047778796, 80.1362463702418)","POLYGON ((406805.0352541602 1580685.0188437414, 406815.03139370924 1580714.9653623796, 406815.0344857208 1580714.9653622666, 406815.0344857188 1580714.9655142804, 406815.03524505295 1580714.965362239, 406834.98327675357 1580714.9646416663, 406843.54743622127 1580709.25638335, 406864.98115625867 1580704.9647458394, 406874.9999999994 1580685.736458663, 406864.9686062913 1580665.0346376204, 406864.9655142806 1580665.0346376838, 406864.96551428037 1580665.0344857194, 406864.9647458391 1580665.0344857418, 406864.9647458401 1580665.0188437414, 406845.01672324643 1580655.0353583335, 406825.00141654914 1580670.0455109542, 406815.0346376198 1580675.0313937087, 406815.0346280318 1580677.5199545042, 406805.0352541602 1580685.0188437414))",2600.0,1
34,"https://www.google.com/maps?q=14.308407234552666,80.13797329154194","(14.308407234552666, 80.13797329154194)","POLYGON ((406995.0352541602 1581995.0188437412, 406995.03525376495 1581995.0342295743, 406995.0344857194 1581995.0344857192, 406995.03448571876 1582024.9655142808, 407054.9811562592 1582034.9647458396, 407064.96474584134 1582024.9811562586, 407064.96474583936 1582024.9655142792, 407064.96551428107 1582024.9655142804, 407064.96551428083 1581985.0344857194, 407030.1923249034 1581985.0352416825, 407005.0188437425 1581985.0352541602, 406995.0352541602 1581995.0188437412))",2800.0,1
35,"https://www.google.com/maps?q=14.316451102496051,80.14158255996723","(14.316451102496051, 80.14158255996723)","POLYGON ((407415.0188437416 1582875.0352541602, 407395.0344857199 1582914.9655142806, 407434.98115625797 1582914.9647458396, 407444.96474583977 1582904.9811562581, 407444.96551428 1582875.0344857192, 407415.0188437416 1582875.0352541602))",1800.0,1
36,"https://www.google.com/maps?q=14.316303110345581,80.14273145115777","(14.316303110345581, 80.14273145115777)","POLYGON ((407574.96464166685 1582885.0167232465, 407554.9686062909 1582835.0346376204, 407535.0344857187 1582835.0344857192, 407525.0353583335 1582865.016723246, 407525.0344857193 1582914.9655142806, 407535.69940507005 1582914.9653091233, 407535.73645866395 1582915, 407564.98115625815 1582914.9647458394, 407574.964745839 1582904.9811562586, 407574.96464166685 1582885.0167232465))",3100.0,1
37,"https://www.google.com/maps?q=14.392594949409155,80.09986294143916","(14.392594949409155, 80.09986294143916)","POLYGON ((402925.03525416 1591295.0188437414, 402924.8369371215 1591345.810862081, 402915.0352541622 1591374.9811562584, 402925.0188437415 1591384.9647458391, 402944.98327675415 1591384.964641666, 402969.9790013239 1591374.9647509763, 402974.9832767536 1591374.964641666, 402982.49619598937 1591369.9570714398, 402994.96536237927 1591364.9686062909, 402994.5316190409 1591361.9351262774, 403004.9647458414 1591354.9811562586, 402984.96818726027 1591295.03181274, 402964.9832767555 1591285.0353583333, 402964.33650348336 1591285.035354959, 402964.26354133553 1591285, 402935.0188437409 1591285.0352541604, 402925.03525416 1591295.0188437414))",4800.0,1
38,"https://www.google.com/maps?q=14.394585001256766,80.10089660297723","(14.394585001256766, 80.10089660297723)","POLYGON ((403035.0346374662 1591535.072351556, 403035.0344857196 1591574.9655142806, 403035.1945067984 1591574.9655142808, 403035.195044399 1591575.099664776, 403045.018843742 1591584.9647458394, 403084.2635413378 1591584.9999999995, 403104.96536238 1591574.968606291, 403104.9646416666 1591545.0167232465, 403094.96860629116 1591525.0346376207, 403094.96551428107 1591525.035153514, 403094.96551428124 1591525.0344857192, 403055.01672324643 1591525.0353583335, 403035.03463762 1591535.0313937087, 403035.0346376082 1591535.0344603772, 403035.0344857198 1591535.0344857192, 403035.0346374662 1591535.072351556))",0.0,0
39,"https://www.google.com/maps?q=14.402836305295201,80.09887437147164","(14.402836305295201, 80.09887437147164)","POLYGON ((402874.9811562589 1592494.9647458391, 402884.96474583924 1592484.9811562586, 402884.96464166726 1592465.016723246, 402864.9811562591 1592435.0352541602, 402825.0346376207 1592445.0313937091, 402825.03463773197 1592445.034485722, 402825.03448572 1592445.0344857192, 402825.03535833315 1592464.9832767537, 402835.0309297518 1592484.9694282496, 402835.0335489094 1592484.9798915577, 402835.0387775921 1592484.9851200096, 402845.0313937087 1592504.96536238, 402874.96536237956 1592494.9686062906, 402874.96536232013 1592494.9647458396, 402874.9811562589 1592494.9647458391))",3100.0,1
40,"https://www.google.com/maps?q=14.410108486458782,80.09913428035041","(14.410108486458782, 80.09913428035041)","POLYGON ((402825.0352565445 1593245.0188413574, 402825.03525522747 1593245.0188426748, 402825.0344857196 1593274.9655142806, 402825.05347997486 1593274.9647856702, 402825.0413653944 1593295.0333377873, 402825.03448572004 1593295.0344857192, 402825.0408821539 1593295.833854619, 402825.0353590185 1593304.983270475, 402825.1160300414 1593305.2251613967, 402825.1950443977 1593315.099664776, 402830.02764679806 1593319.952574812, 402835.0344866549 1593334.965513345, 402894.98115776415 1593324.9647447737, 402913.89756431687 1593308.1665882121, 402944.9811474157 1593304.96474584, 402944.98115625826 1593304.9647458396, 402944.9811577642 1593304.9647447742, 402954.9647447737 1593294.9811577639, 402954.964745839 1593294.981156258, 402954.9647447744 1593294.9811509338, 402954.9646409815 1593265.016729525, 402934.9686060026 1593215.0346385888, 402925.74937315856 1593216.1878194266, 402924.9811562589 1593215.03525416, 402919.28778412304 1593216.9960624536, 402855.0167319217 1593225.0353589011, 402840.1701803537 1593234.9309960918, 402835.018843742 1593235.03525416, 402825.0352565445 1593245.0188413574))",4100.0,1
41,"https://www.google.com/maps?q=14.391955947371297,80.10292283814107","(14.391955947371297, 80.10292283814107)","POLYGON ((403245.0349085098 1591225.0258997208, 403241.21107795206 1591242.22122917, 403225.03525416105 1591255.018843741, 403225.03525415994 1591274.9811562581, 403231.8931132788 1591284.1230524676, 403225.03448665456 1591314.965513345, 403262.52499109745 1591318.7162758887, 403275.0167232463 1591324.964641666, 403295.67332475714 1591324.9649397028, 403295.7364586639 1591325.0000000005, 403314.7252741199 1591324.9652145877, 403324.9686062911 1591324.9653623796, 403324.969498756 1591324.9635783406, 403324.9811577644 1591324.9647447735, 403334.96474477364 1591314.9811577636, 403334.8721116729 1591305.168244312, 403334.964641666 1591304.983276754, 403335.13053123787 1591262.516960569, 403344.96464072034 1591244.983275788, 403344.96536132164 1591215.0350964996, 403344.96551428066 1591215.0344857194, 403344.9653613382 1591215.0344419896, 403344.9653614103 1591215.0313975802, 403344.96536238014 1591215.0313937087, 403344.96535644366 1591215.0313920113, 403294.98327047506 1591195.0353590187, 403275.0188474704 1591195.035255226, 403275.0188437407 1591195.0352541604, 403275.018843059 1591195.0352552263, 403275.018842236 1591195.035255226, 403245.0349085098 1591225.0258997208))",4600.0,1
42,"https://www.google.com/maps?q=14.392784702895396,80.10128450455214","(14.392784702895396, 80.10128450455214)","POLYGON ((403104.9741104471 1591315.034908022, 403085.01884374174 1591315.0352541602, 403083.5914934145 1591316.4626044882, 403075.03139370924 1591315.03463762, 403065.03535833396 1591335.0167232463, 403075.03354891005 1591364.9798915575, 403102.68031129986 1591382.623264303, 403102.7465962516 1591382.6895290432, 403115.03139370854 1591404.9653623793, 403144.9655142809 1591404.9655142804, 403144.9654044207 1591394.9655142792, 403144.96551428025 1591394.9655142804, 403144.9655142806 1591335.0344857192, 403144.9647460104 1591335.034385302, 403144.96474584 1591335.0188437416, 403134.9811562588 1591325.03525416, 403110.1048324593 1591320.8854699968, 403104.9741104471 1591315.034908022))",3000.0,1
43,"https://www.google.com/maps?q=14.393211859989705,80.10314504668963","(14.393211859989705, 80.10314504668963)","POLYGON ((403245.0344866548 1591395.0344866547, 403245.0353589011 1591424.983268079, 403255.0313939996 1591444.9653614105, 403255.0342683028 1591444.9646457045, 403255.03448571905 1591444.9655142806, 403344.9811562592 1591444.9647458394, 403354.98115625896 1591434.9647458398, 403354.9811567919 1591434.9647453066, 403354.9811573234 1591434.9647447749, 403354.9811577637 1591434.9647447735, 403364.9647447748 1591424.9811577639, 403364.9647447731 1591424.9811573238, 403364.9647458389 1591424.9811562584, 403364.9647447743 1591424.981149868, 403364.9647447748 1591365.0188422361, 403354.9811577646 1591355.0352552263, 403305.0188422357 1591345.0352552258, 403300.15604525764 1591355.034485719, 403295.03448572016 1591355.034485719, 403287.9101470512 1591380.2153763329, 403284.79867305304 1591386.6134114212, 403271.3721526995 1591390.4121284562, 403245.0344866548 1591395.0344866547))",2200.0,1
44,"https://www.google.com/maps?q=14.405266435601623,80.10216426546295","(14.405266435601623, 80.10216426546295)","POLYGON ((403155.03463761974 1592675.031393709, 403155.035122829 1592675.0343036498, 403155.03448571987 1592675.0344857194, 403156.7020856025 1592685.0352541606, 403165.0352541606 1592784.9811562584, 403174.4096704404 1592791.2294661861, 403175.03525416 1592794.981156258, 403205.01672324655 1592814.964641666, 403254.9655142813 1592814.9655142806, 403264.9646416662 1592784.9832767535, 403265.0000000004 1592755.7364586624, 403264.9646416665 1592755.650873107, 403264.9646416665 1592735.016723246, 403246.456949371 1592701.922702266, 403244.9655998157 1592665.0399635404, 403244.96551428165 1592665.0344857194, 403244.9653783218 1592665.034485721, 403244.9647458409 1592665.0188437414, 403234.9811562589 1592655.03525416, 403205.7364586643 1592654.9999999993, 403188.9005543507 1592664.3495211217, 403155.034485719 1592665.0344857194, 403155.83462880924 1592674.6311982346, 403155.03463761974 1592675.031393709))",9000.0,1
45,"https://www.google.com/maps?q=14.411396492185512,80.10320408188454","(14.411396492185512, 80.10320408188454)","POLYGON ((403315.0167232469 1593385.0353583335, 403300.01466246403 1593395.0346502932, 403285.03448572 1593395.0344857192, 403285.0344857201 1593434.9655142804, 403285.0344857209 1593444.9655142801, 403325.00842947414 1593434.96493242, 403344.98327675473 1593434.9646416663, 403374.96551428095 1593424.9655142806, 403374.96536238125 1593405.0313937087, 403354.98327675427 1593395.035358334, 403354.9812604282 1593395.03535833, 403354.98115625884 1593395.0352541604, 403349.98616119695 1593395.0351992848, 403334.98327675415 1593385.035358334, 403315.0167232469 1593385.0353583335))",3600.0,1
46,"https://www.google.com/maps?q=14.412381140050217,80.1019304015031","(14.412381140050217, 80.1019304015031)","POLYGON ((403125.01884374104 1593515.0352541606, 403115.03525415994 1593525.0188437407, 403115.0344857196 1593544.9655142804, 403124.35625122814 1593544.2993689706, 403125.0188437415 1593544.9647458396, 403144.2635413353 1593544.9999999998, 403149.2922482367 1593542.5174106641, 403254.98115625867 1593534.9647458396, 403264.9647458389 1593524.9811562588, 403264.96551428095 1593505.0344857192, 403254.96551427786 1593505.0345650846, 403254.96551428246 1593505.0344857192, 403155.01672324585 1593505.0353583337, 403125.01884374104 1593515.0352541606))",3400.0,1
47,"https://www.google.com/maps?q=14.417701620639866,80.10214030884225","(14.417701620639866, 80.10214030884225)","POLYGON ((403234.9655142801 1594134.9655142806, 403234.96551428083 1594095.0344857194, 403234.96551428013 1594085.0344857194, 403195.01884374087 1594095.03525416, 403185.03525416093 1594105.0188437416, 403185.03525416134 1594114.981156259, 403205.01884374156 1594134.9647458394, 403224.19658803614 1594134.9652379467, 403224.2635413356 1594135, 403224.3006681015 1594134.965240617, 403234.9655142801 1594134.9655142806))",0.0,0
48,"https://www.google.com/maps?q=14.379635450602164,80.10584186863105","(14.379635450602164, 80.10584186863105)","POLYGON ((403595.0167232464 1589865.0353583335, 403578.90055435075 1589874.3495211217, 403555.0188437409 1589875.0352541604, 403545.03525416076 1589885.0188437414, 403555.03448571934 1589934.9655142806, 403614.9811562585 1589934.9647458394, 403644.9650926985 1589904.9740957855, 403644.9655142812 1589865.0344857194, 403595.0167232464 1589865.0353583335))",0.0,0
49,"https://www.google.com/maps?q=14.394586886050535,80.10804310873543","(14.394586886050535, 80.10804310873543)","POLYGON ((403864.9655142808 1591614.9655142806, 403864.9655142801 1591555.03448572, 403864.9651303325 1591555.034485729, 403864.9650017596 1591534.9655142706, 403864.96551428 1591534.9655142806, 403864.9655142803 1591495.034485719, 403864.96474594006 1591495.0344857192, 403864.9647458397 1591495.018843741, 403845.7364586655 1591484.9999999998, 403815.03448571975 1591495.0344857196, 403815.03448571876 1591614.9655142806, 403825.03448571987 1591614.9655142806, 403864.9655142808 1591614.9655142806))",2500.0,1
50,"https://www.google.com/maps?q=14.4044511885618,80.10713343381933","(14.4044511885618, 80.10713343381933)","POLYGON ((403682.30519735446 1592633.1578743043, 403685.0353583346 1592654.9832767535, 403700.034368279 1592679.9787999936, 403705.03525416093 1592694.9811562586, 403715.79151879647 1592706.237747982, 403733.91025281255 1592736.4322234062, 403735.035254161 1592744.9811562584, 403745.01884374116 1592754.9647458391, 403745.0310237432 1592754.9647458394, 403745.03139370924 1592754.96536238, 403745.03385696316 1592754.9647458398, 403764.9811562606 1592754.9647458391, 403771.6407231843 1592748.3051789126, 403784.9798915585 1592744.9664510905, 403814.96474583884 1592714.9811562584, 403814.9647457982 1592714.9653623796, 403814.9686062914 1592714.96536238, 403824.96464166616 1592685.0167232463, 403794.96656791115 1592625.0204004995, 403794.96645109064 1592625.0201084423, 403794.96634156484 1592625.0199478043, 403784.96645109076 1592605.0201084418, 403781.0375812246 1592600.4626028624, 403767.5737073289 1592574.844452484, 403764.96474584 1592555.0188437412, 403751.25866150594 1592534.4665738011, 403744.9655142823 1592515.0344857196, 403715.03463761945 1592525.0313937087, 403715.03525092534 1592559.0291918698, 403675.0344857191 1592575.0344857192, 403675.03535833326 1592614.9832767537, 403682.30519735446 1592633.1578743043))",14800.0,1
51,"https://www.google.com/maps?q=16.155347655649667,81.09110603619307","(16.155347655649667, 81.09110603619307)","POLYGON ((509655.0351307093 1786095.0205072367, 509645.03535833326 1786115.016723246, 509645.0344857194 1786134.9655142801, 509661.80006848334 1786138.352166522, 509695.0167232462 1786154.9646416665, 509719.0129391654 1786156.2955628661, 509730.3343303992 1786160.0695114303, 509765.0167232458 1786174.9646416667, 509785.037177478 1786178.3045257404, 509805.016723246 1786184.9646416663, 509824.9655142807 1786184.9655142804, 509834.96464166656 1786154.983276754, 509834.9646937535 1786140.001060248, 509834.96474583924 1786135.0188437414, 509834.9647110739 1786135.0188089756, 509834.96474583936 1786125.018843741, 509824.9798915579 1786115.0335489088, 509804.9799305013 1786105.0335878516, 509804.9798915582 1786105.0335489097, 509704.9832767542 1786055.0353583333, 509675.0313937106 1786055.0346376202, 509655.0352541611 1786085.0188437416, 509655.0351307093 1786095.0205072367))",10500.0,1
52,"https://www.google.com/maps?q=16.152366542197093,81.09704453759805","(16.152366542197093, 81.09704453759805)","POLYGON ((510355.0344857197 1785755.0344857194, 510355.0344857244 1785755.0346377157, 510355.0313937089 1785755.0346376202, 510350.0268718984 1785770.027226003, 510345.0352541604 1785775.0188437416, 510346.84881344304 1785779.5480801621, 510345.03525416023 1785784.9811562588, 510352.4843567551 1785793.6224521862, 510363.9149064185 1785822.1694439263, 510365.0344857201 1785834.9655142808, 510374.98115625844 1785834.9647458391, 510384.97891760326 1785824.9647459255, 510384.9811562597 1785824.9647458394, 510404.96474584023 1785804.9811562584, 510404.9647458395 1785804.9744427213, 510404.96509269776 1785804.974095785, 510404.96474583895 1785785.0188437414, 510374.9811562584 1785755.0352541602, 510355.0344857197 1785755.0344857194))",2900.0,1
53,"https://www.google.com/maps?q=16.1525738220328,81.10488023484199","(16.1525738220328, 81.10488023484199)","POLYGON ((511285.73645866424 1785884.9999999998, 511304.9811562589 1785884.9647458396, 511324.9647458399 1785864.9811562588, 511324.9647458401 1785845.0188437414, 511314.97989155847 1785835.0335489088, 511296.1689857723 1785826.2230836744, 511294.98115625913 1785825.0352541604, 511293.1060568965 1785824.788499466, 511241.9974826392 1785800.8507730314, 511144.9811562589 1785735.0352541602, 511125.03448571963 1785735.034485719, 511125.0612172417 1785745.0347778667, 511115.0344857214 1785745.0344857192, 511115.03535833355 1785784.9832767535, 511135.0201084434 1785814.9664510908, 511255.0167232469 1785874.9646416665, 511284.0478104819 1785884.4483614722, 511285.01672324684 1785884.9646416665, 511285.6282312756 1785884.964644857, 511285.73645866424 1785884.9999999998))",11800.0,1
54,"https://www.google.com/maps?q=16.151138626140824,81.11181896619783","(16.151138626140824, 81.11181896619783)","POLYGON ((511935.03448571905 1785645.0344857196, 511935.19504439895 1785665.099664776, 511945.01884374116 1785674.96474584, 511964.96551428066 1785674.9655142806, 511964.96551428136 1785674.9652576775, 511974.96551428124 1785674.9655142806, 511974.9653623801 1785645.0313937084, 511935.0344857195 1785635.0344857192, 511935.0878892523 1785645.0344857196, 511935.03448571905 1785645.0344857196))",1500.0,1
55,"https://www.google.com/maps?q=16.15174809823924,81.10896309763834","(16.15174809823924, 81.10896309763834)","POLYGON ((511644.9741681768 1785794.9741681765, 511651.223198197 1785787.4748900149, 511654.966451091 1785784.9798915575, 511659.2468062515 1785777.8459926508, 511694.96645109047 1785734.979891558, 511734.9653623793 1785655.0313937091, 511714.9832767537 1785645.0353583335, 511704.9812395783 1785645.0353374798, 511704.98115625925 1785645.0352541597, 511665.0188437432 1785645.0352541604, 511654.5451178403 1785655.5088646638, 511645.0258318226 1785665.0258318232, 511645.0217896666 1785665.0320879116, 511625.03354891064 1785685.0201084425, 511575.03525416163 1785755.0188437414, 511575.0346376206 1785794.9686062909, 511595.73645866447 1785804.9999999998, 511615.68161506526 1785804.9820829364, 511615.7364586641 1785805.0000000002, 511615.78896016657 1785804.9819865068, 511634.9811562587 1785804.9647458391, 511644.9741681768 1785794.9741681765))",500.0,1
56,"https://www.google.com/maps?q=16.181192552334355,81.10995916731066","(16.181192552334355, 81.10995916731066)","POLYGON ((511725.0352541606 1788965.0188437412, 511725.03528892546 1788975.0188089754, 511725.03525416047 1788975.018843741, 511725.03528892796 1788975.0189826728, 511725.0353583332 1788994.983276754, 511735.0313937088 1789014.9653623796, 511754.1960678361 1789014.9649678592, 511754.2635413363 1789014.9999999998, 511754.33584322024 1789014.9649649821, 511764.98115625995 1789014.9647458394, 511784.96474583924 1788994.9811562584, 511774.9655142808 1788945.0344857196, 511755.0167232462 1788945.035358334, 511740.01471764233 1788955.0346135134, 511735.03448571975 1788955.0344857194, 511735.0344881844 1788955.0352541602, 511735.01884374296 1788955.0352541606, 511725.0352541606 1788965.0188437412))",400.0,1
57,"https://www.google.com/maps?q=16.182048349074027,81.11015958405942","(16.182048349074027, 81.11015958405942)","POLYGON ((511760.9874340319 1789072.9493850397, 511759.42234505643 1789083.748724154, 511745.03525522613 1789105.018842236, 511745 1789124.263531117, 511764.93864019564 1789124.963252673, 511764.9686062916 1789124.96536238, 511764.96929577895 1789124.964328492, 511764.9811577635 1789124.9647447735, 511784.96645050735 1789104.9798927007, 511804.96464109933 1789064.9832680786, 511804.9655114826 1789035.0984608012, 511804.9655142803 1789035.0344857194, 511804.81984327565 1789035.0344894573, 511794.965514275 1789035.0346790536, 511794.9655142809 1789035.0344857194, 511784.94029543205 1789035.0348719384, 511765.01884223626 1789035.0352552268, 511755.03525522654 1789045.0188422364, 511760.9874340319 1789072.9493850397))",0.0,0
58,"https://www.google.com/maps?q=16.182612934940117,81.11351396724906","(16.182612934940117, 81.11351396724906)","POLYGON ((512115.03525416035 1789125.0188437412, 512115.0344857187 1789144.9655142801, 512115.0348704536 1789144.9655142706, 512115.03448571963 1789164.9655142808, 512134.98115625797 1789164.9647458394, 512154.9647458397 1789144.9811562586, 512154.9655142802 1789115.0344857194, 512144.9655142814 1789115.0347423223, 512144.9655142818 1789115.0344857194, 512125.03448572 1789115.0344857194, 512125.03448571917 1789115.0352537588, 512125.01884374337 1789115.0352541602, 512115.03525416035 1789125.0188437412))",1900.0,1
59,"https://www.google.com/maps?q=16.183685797294835,81.11356303616256","(16.183685797294835, 81.11356303616256)","POLYGON ((512075.0349073036 1789255.0259042147, 512075.0350075439 1789261.6839803467, 512065.0352541605 1789275.0188437416, 512065.03525416023 1789284.9811562586, 512095.02583182446 1789324.9741681775, 512105.01884374087 1789334.9647458396, 512124.9811562589 1789334.9647458394, 512154.7343166221 1789295.1920312052, 512174.9732728576 1789284.9674328826, 512214.9647458391 1789244.9811562584, 512214.96474583977 1789235.0188437412, 512184.98115625867 1789185.035254161, 512184.9689147154 1789185.0352541604, 512184.96860629134 1789185.03463762, 512155.01884374116 1789185.0352541604, 512095.0258318226 1789235.0258318228, 512089.5578844254 1789242.3174448055, 512075.0349073036 1789255.0259042147))",14700.0,1
60,"https://www.google.com/maps?q=16.188158771850727,81.11642739689296","(16.188158771850727, 81.11642739689296)","POLYGON ((512445.03354891046 1789774.9798915577, 512464.9655142811 1789784.9655142801, 512464.96464166575 1789765.0167232465, 512444.968606291 1789725.0346376197, 512425.03448571893 1789725.0344857192, 512425.1950443987 1789745.0996647752, 512445.03354891046 1789774.9798915577))",1800.0,1
61,"https://www.google.com/maps?q=16.1920629513337,81.12248814387651","(16.1920629513337, 81.12248814387651)","POLYGON ((513065.0313937085 1790224.9653623793, 513094.9811562592 1790224.9647458396, 513124.9647458406 1790194.9811562584, 513124.96474579687 1790194.9689146592, 513124.9653623793 1790194.9686062906, 513124.96474584035 1790165.0188437412, 513124.96464167425 1790165.018739575, 513124.9646416662 1790165.0167232463, 513114.96818725934 1790145.0318127403, 513085.0344857197 1790135.0344857192, 513082.4262926709 1790154.844452485, 513055.0353583335 1790195.0167232463, 513065.0313937085 1790224.9653623793))",4400.0,1
62,"https://www.google.com/maps?q=16.1920629513337,81.12248814387651","(16.1920629513337, 81.12248814387651)","POLYGON ((513065.0313937085 1790224.9653623793, 513094.9811562592 1790224.9647458396, 513124.9647458406 1790194.9811562584, 513124.96474579687 1790194.9689146592, 513124.9653623793 1790194.9686062906, 513124.96474584035 1790165.0188437412, 513124.96464167425 1790165.018739575, 513124.9646416662 1790165.0167232463, 513114.96818725934 1790145.0318127403, 513085.0344857197 1790135.0344857192, 513082.4262926709 1790154.844452485, 513055.0353583335 1790195.0167232463, 513065.0313937085 1790224.9653623793))",4400.0,1
63,"https://www.google.com/maps?q=16.192701513257482,81.12152041321168","(16.192701513257482, 81.12152041321168)","POLYGON ((513014.96474583965 1790274.981156258, 513014.96474583924 1790255.0188437416, 512994.96860629146 1790225.0346376202, 512965.03448571934 1790225.034485719, 512966.3979032267 1790265.4617979282, 512985.02588955284 1790284.9650919777, 513004.98115625815 1790284.9647458394, 513014.96474583965 1790274.981156258))",2300.0,1
64,"https://www.google.com/maps?q=16.16602815120315,81.12235092726358","(16.16602815120315, 81.12235092726358)","POLYGON ((513115.00000000064 1787314.2635413369, 513114.96535253257 1787295.3500280604, 513114.9653623803 1787295.031393709, 513114.9647682848 1787295.0310965132, 513114.9647458411 1787295.0188437412, 513104.981156258 1787285.03525416, 513045.03448571893 1787275.0344857196, 513045.03477709 1787285.034485719, 513045.03448571946 1787285.0344857194, 513045.03477711393 1787285.0353582033, 513045.0353583338 1787304.9832767537, 513055.0313937084 1787324.9653623796, 513104.9686062917 1787334.9653623793, 513114.35850465635 1787315.587397442, 513114.96474583924 1787314.9811562588, 513114.96476577054 1787314.3362543355, 513115.00000000064 1787314.2635413369))",3300.0,1
